cif,frekuensi rtg,frekuensi pos,frekuensi wib,frekuensi clr,frekuensi swt,saldo
10171710002,NULL,1,NULL,NULL,NULL,136729.000
10171710395,NULL,1,NULL,NULL,NULL,36977938.000
10171710735,NULL,2,NULL,NULL,NULL,508766.000
10171710928,NULL,1,NULL,NULL,NULL,17456.000
10171712437,NULL,NULL,16,NULL,NULL,708982834.000
10171712768,NULL,1,NULL,NULL,NULL,1634141.000
10171713289,NULL,1,NULL,NULL,NULL,6207741.000
10171713726,NULL,1,NULL,NULL,NULL,7837740.000
10171714020,NULL,2,NULL,NULL,NULL,0.000
10171714550,NULL,1,NULL,NULL,NULL,12541350.000
10171714755,NULL,3,NULL,NULL,NULL,1102303.000
10171714788,NULL,1,NULL,NULL,NULL,4500348.000
10171715484,NULL,3,NULL,NULL,NULL,508569.000
10171715791,NULL,2,NULL,NULL,NULL,1804920.000
10171716141,NULL,17,NULL,NULL,NULL,23186638.000
10171716387,NULL,1,NULL,NULL,NULL,693.000
10171716409,NULL,1,NULL,NULL,NULL,74908.000
10171716569,NULL,1,NULL,NULL,NULL,511043.000
10171716649,NULL,1,NULL,NULL,NULL,629.000
10171717504,NULL,1,NULL,NULL,NULL,707817.000
10171717745,NULL,1,NULL,NULL,NULL,5770585.000
10171720238,NULL,1,NULL,NULL,NULL,0.000
10171721531,NULL,1,NULL,NULL,NULL,8220518.000
10171722055,NULL,1,NULL,NULL,NULL,14003.000
10171722628,NULL,2,NULL,NULL,NULL,18271.000
10171724302,NULL,NULL,23,NULL,4,1144817840.000
10171725160,NULL,1,NULL,NULL,NULL,208391.000
10171727536,NULL,1,NULL,NULL,NULL,3197265.000
10171732954,NULL,1,NULL,NULL,NULL,5052988.000
10171734453,NULL,1,NULL,NULL,NULL,19106.000
10171735259,NULL,1,NULL,NULL,NULL,0.000
10171735421,NULL,2,NULL,NULL,NULL,2578754.000
10171736619,NULL,1,NULL,NULL,NULL,6965491.000
10171738458,NULL,1,NULL,NULL,NULL,762861.000
10171738491,NULL,1,NULL,NULL,NULL,21635307.000
10171738627,NULL,1,NULL,NULL,NULL,7015.000
10171738957,NULL,NULL,61,NULL,NULL,869514514.000
10171740006,NULL,1,NULL,NULL,NULL,1381767.000
10171740738,NULL,1,NULL,NULL,NULL,0.000
10171742474,NULL,NULL,19,NULL,4,322475197.000
10171742734,NULL,NULL,7,NULL,NULL,48776028.000
10171742792,NULL,1,NULL,NULL,NULL,152777.000
10171742815,NULL,1,NULL,NULL,NULL,10530.000
10171744000,NULL,1,NULL,NULL,NULL,0.000
10171744204,NULL,1,NULL,NULL,NULL,220486.000
10171744318,NULL,3,NULL,NULL,NULL,58350.000
10171746605,NULL,NULL,34,NULL,NULL,394292216.000
10171746718,NULL,1,NULL,NULL,NULL,0.000
10171748510,NULL,1,NULL,NULL,NULL,2412717.000
10171749459,NULL,1,NULL,NULL,NULL,66114.000
10171749503,NULL,1,NULL,NULL,NULL,722074.000
10171749526,NULL,1,NULL,NULL,NULL,787737.000
10171749708,NULL,1,NULL,NULL,NULL,905.000
10171749821,NULL,1,NULL,NULL,NULL,308200.000
10171750060,NULL,1,NULL,NULL,NULL,126299.000
10171751840,NULL,1,NULL,NULL,NULL,30613.000
10171752348,NULL,NULL,23,NULL,NULL,670813303.000
10171752450,NULL,1,NULL,NULL,NULL,55758298.000
10171753118,NULL,1,NULL,NULL,NULL,622625.000
10171753220,NULL,1,NULL,NULL,NULL,100030019.000
10171753408,NULL,1,NULL,NULL,NULL,8420.000
10171753976,NULL,1,NULL,NULL,NULL,1202739.000
10171754435,NULL,1,NULL,NULL,NULL,344840.000
10171754459,NULL,5,NULL,NULL,NULL,10210773.000
10171754526,NULL,1,NULL,NULL,NULL,22469312.000
10171754606,NULL,2,NULL,NULL,NULL,0.000
10171754857,NULL,1,NULL,NULL,NULL,1800.000
10171754991,NULL,1,NULL,NULL,NULL,683085.000
10171755013,NULL,1,NULL,NULL,NULL,34769.000
10171755151,NULL,2,NULL,NULL,NULL,5183270.000
10171755565,NULL,1,NULL,NULL,NULL,137290.000
10171755744,NULL,1,NULL,NULL,NULL,54615.000
10171755950,NULL,11,NULL,NULL,NULL,11240884.000
10171756097,NULL,1,NULL,NULL,NULL,3714544.000
10171756141,NULL,1,NULL,NULL,NULL,306917.000
10171758255,NULL,1,NULL,NULL,NULL,3086877.000
10171758277,NULL,1,NULL,NULL,NULL,6828846.000
10171758288,NULL,1,NULL,NULL,NULL,11031.000
10171758939,NULL,2,NULL,NULL,NULL,11762517.000
10171758962,NULL,1,NULL,NULL,NULL,960320.000
10171759029,NULL,2,NULL,NULL,NULL,1118565.000
10171759189,NULL,1,NULL,NULL,NULL,236214.000
10171759313,NULL,8,NULL,NULL,NULL,631899.000
10171759410,NULL,1,NULL,NULL,NULL,18500.000
10171759512,NULL,1,NULL,NULL,NULL,6003512.000
10171760033,NULL,7,NULL,NULL,NULL,2059789.000
10171760721,NULL,1,NULL,NULL,NULL,8757.000
10171761140,NULL,1,NULL,NULL,NULL,164868.000
10171762707,NULL,1,NULL,NULL,NULL,309516.000
10171764533,NULL,2,NULL,NULL,NULL,6917104.000
10171764876,NULL,1,NULL,NULL,NULL,1612050.000
10171765435,NULL,1,NULL,NULL,NULL,1104800.000
10171765514,NULL,1,NULL,NULL,NULL,11253546.000
10171767053,NULL,2,NULL,NULL,NULL,5475.000
10171779251,NULL,1,NULL,NULL,NULL,1664148.000
10171782274,NULL,1,NULL,NULL,NULL,5984855.000
10171782553,NULL,1,NULL,NULL,NULL,1768770.000
10171782825,NULL,1,NULL,NULL,NULL,1416710.000
10171783232,NULL,2,NULL,NULL,NULL,0.000
10171783909,NULL,2,NULL,NULL,NULL,0.000
10171784516,NULL,1,NULL,NULL,NULL,12048.000
10171785383,NULL,1,NULL,NULL,NULL,39418.000
10171785588,NULL,2,NULL,NULL,NULL,1403821.000
10171785712,NULL,1,NULL,NULL,NULL,4883555.000
10171785734,NULL,1,NULL,NULL,NULL,1440013.000
10171786637,NULL,1,NULL,NULL,NULL,340000.000
10171786866,NULL,1,NULL,NULL,NULL,2544424.000
10171787205,NULL,1,NULL,NULL,NULL,201535.000
10171788231,NULL,2,NULL,NULL,NULL,6279151.000
10171788498,NULL,1,NULL,NULL,NULL,594099.000
10171788884,NULL,1,NULL,NULL,NULL,481122.000
10171788885,NULL,NULL,250,NULL,NULL,1031727.000
10171789469,NULL,1,NULL,NULL,NULL,1849131.000
10171791635,NULL,1,NULL,NULL,NULL,591553.000
10171792391,NULL,1,NULL,NULL,NULL,4724979.000
10171792731,NULL,1,NULL,NULL,NULL,0.000
10171792767,NULL,4,NULL,NULL,NULL,4057708.000
10171792789,NULL,3,NULL,NULL,NULL,0.000
10171792833,NULL,2,NULL,NULL,NULL,485015.000
10171792981,NULL,1,NULL,NULL,NULL,1064593.000
10171792992,NULL,1,NULL,NULL,NULL,281521.000
10171801690,NULL,1,NULL,NULL,NULL,12615.000
10171802366,NULL,1,NULL,NULL,NULL,368845.000
10171802683,NULL,1,NULL,NULL,NULL,144522.000
10171807716,NULL,1,NULL,NULL,NULL,986100.000
10171807738,NULL,1,NULL,NULL,NULL,12781631.000
10171808788,NULL,1,NULL,NULL,NULL,4845000.000
10171809309,NULL,1,NULL,NULL,NULL,42794.000
10171812864,NULL,2,NULL,NULL,NULL,269177.000
10171814241,NULL,3,NULL,NULL,NULL,504032.000
10171814749,NULL,1,NULL,NULL,NULL,0.000
10171815008,NULL,1,NULL,NULL,NULL,5084834.000
10171815786,NULL,1,NULL,NULL,NULL,2185000.000
10171816881,NULL,1,NULL,NULL,NULL,4314746.000
10171817386,NULL,1,NULL,NULL,NULL,6301.000
10171817612,NULL,1,NULL,NULL,NULL,659400.000
10171819217,NULL,1,NULL,NULL,NULL,1295473.000
10171821032,NULL,1,NULL,NULL,NULL,5057.000
10171821423,NULL,1,NULL,NULL,NULL,9188891.000
10171822013,NULL,1,NULL,NULL,NULL,812143.000
10171823831,NULL,1,NULL,NULL,NULL,52647.000
10171825794,NULL,1,NULL,NULL,NULL,152378.000
10171828533,NULL,1,NULL,NULL,NULL,4696043.000
10171828671,NULL,3,NULL,NULL,NULL,413965.000
10171828807,NULL,1,NULL,NULL,NULL,0.000
10171829869,NULL,1,NULL,NULL,NULL,10960420.000
10171829924,NULL,1,NULL,NULL,NULL,11694101.000
10171831592,NULL,1,NULL,NULL,NULL,139677.000
10171831650,NULL,1,NULL,NULL,NULL,799124.000
10171833601,NULL,1,NULL,NULL,NULL,71227.000
10171833852,NULL,1,NULL,NULL,NULL,107500.000
10171836334,NULL,1,NULL,NULL,NULL,11426161.000
10171836456,NULL,1,NULL,NULL,NULL,16632502.000
10171836704,NULL,1,NULL,NULL,NULL,22661336.000
10171836942,NULL,2,NULL,NULL,NULL,4712291.000
10171837665,NULL,3,NULL,NULL,NULL,0.000
10171838951,NULL,2,NULL,NULL,NULL,5778.000
10171839040,NULL,1,NULL,NULL,NULL,4525197.000
10171839512,NULL,1,NULL,NULL,NULL,4717546.000
10171840892,NULL,1,NULL,NULL,NULL,0.000
10171841245,NULL,1,NULL,NULL,NULL,0.000
10171842831,NULL,1,NULL,NULL,NULL,1545045.000
10171843645,NULL,3,NULL,NULL,NULL,217302.000
10171844221,NULL,1,NULL,NULL,NULL,7000.000
10171845606,NULL,1,NULL,NULL,NULL,0.000
10171846320,NULL,1,NULL,NULL,NULL,13290481.000
10171846770,NULL,2,NULL,NULL,NULL,16426095.000
10171847211,NULL,5,NULL,NULL,NULL,7760771.000
10171847535,NULL,1,NULL,NULL,NULL,6316338.000
10171848047,NULL,1,NULL,NULL,NULL,121011.000
10171848505,NULL,2,NULL,NULL,NULL,108236241.000
10171848607,NULL,2,NULL,NULL,NULL,3701406.000
10171849487,NULL,2,NULL,NULL,NULL,452170.000
10171849611,NULL,1,NULL,NULL,NULL,136988.000
10171849975,NULL,1,NULL,NULL,NULL,100972.000
10171850337,NULL,1,NULL,NULL,NULL,949905.000
10171850345,NULL,1,NULL,NULL,NULL,90346.000
10171851319,NULL,1,NULL,NULL,NULL,5299.000
10171852431,NULL,2,NULL,NULL,NULL,3878659.000
10171854003,NULL,3,NULL,NULL,NULL,105561.000
10171854373,NULL,1,NULL,NULL,NULL,349039.000
10171855201,NULL,2,NULL,NULL,NULL,3613801.000
10171856710,NULL,1,NULL,NULL,NULL,3110354.000
10171857635,NULL,1,NULL,NULL,NULL,7450977.000
10171857750,NULL,1,NULL,NULL,NULL,838004.000
10171858638,NULL,2,NULL,NULL,NULL,1318.000
10171858798,NULL,2,NULL,NULL,NULL,7714.000
10171858867,NULL,1,NULL,NULL,NULL,4750348.000
10171858968,NULL,1,NULL,NULL,NULL,23500.000
10171859565,NULL,7,NULL,NULL,NULL,2521427.000
10171859813,NULL,1,NULL,NULL,NULL,2631.000
10171860636,NULL,1,NULL,NULL,NULL,1006132.000
10171860682,NULL,1,NULL,NULL,NULL,4307365.000
10171861135,NULL,2,NULL,NULL,NULL,80999.000
10171861148,NULL,1,NULL,NULL,NULL,522507.000
10171861583,NULL,NULL,4,NULL,NULL,93791352.000
10171861663,NULL,2,NULL,NULL,NULL,5495211.000
10171862342,NULL,1,NULL,NULL,NULL,48523.000
10171862497,NULL,1,NULL,NULL,NULL,0.000
10171863280,NULL,1,NULL,NULL,NULL,1275674.000
10171863291,NULL,NULL,NULL,1,NULL,20705442.000
10171864058,NULL,2,NULL,NULL,NULL,626178.000
10171864160,NULL,1,NULL,NULL,NULL,3991089.000
10171864318,NULL,1,NULL,NULL,NULL,78702.000
10171864903,NULL,1,NULL,NULL,NULL,14057.000
10171865187,NULL,2,NULL,NULL,NULL,0.000
10171865407,NULL,1,NULL,NULL,NULL,1845765.000
10171865498,NULL,1,NULL,NULL,NULL,2517460.000
10171865805,NULL,12,NULL,NULL,NULL,3266742.000
10171866248,NULL,1,NULL,NULL,NULL,218299.000
10171867983,NULL,1,NULL,NULL,NULL,269903.000
10171868419,NULL,1,NULL,NULL,NULL,0.000
10171868715,NULL,1,NULL,NULL,NULL,6060081.000
10171869202,NULL,1,NULL,NULL,NULL,14961.000
10171869260,NULL,1,NULL,NULL,NULL,6258239.000
10171869991,NULL,2,NULL,NULL,NULL,297648.000
10171870002,NULL,1,NULL,NULL,NULL,174000.000
10171870162,NULL,1,NULL,NULL,NULL,41059525.000
10171870240,NULL,2,NULL,NULL,NULL,22665.000
10171871324,NULL,1,NULL,NULL,NULL,1341616.000
10171871364,NULL,1,NULL,NULL,NULL,5016633.000
10171874900,NULL,2,NULL,NULL,NULL,0.000
10171876118,NULL,1,NULL,NULL,NULL,2048784.000
10171876715,NULL,26,NULL,NULL,NULL,2782294.000
10171876817,NULL,1,NULL,NULL,NULL,19877083.000
10171877224,NULL,2,NULL,NULL,NULL,334327.000
10171877293,NULL,2,NULL,NULL,NULL,6151755.000
10171877492,NULL,1,NULL,NULL,NULL,22064.000
10171878265,NULL,1,NULL,NULL,NULL,4703580.000
10171878382,NULL,1,NULL,NULL,NULL,1053002.000
10171882854,NULL,1,NULL,NULL,NULL,4324551.000
10171883022,NULL,1,NULL,NULL,NULL,236413.000
10171883834,NULL,2,NULL,NULL,NULL,21454.000
10171884005,NULL,1,NULL,NULL,NULL,141125.000
10171885389,NULL,1,NULL,NULL,NULL,281394.000
10171885422,NULL,1,NULL,NULL,NULL,3100.000
10171885968,NULL,1,NULL,NULL,NULL,46730463.000
10171886034,NULL,2,NULL,NULL,NULL,77767.000
10171886103,NULL,1,NULL,NULL,NULL,0.000
10171888923,NULL,1,NULL,NULL,NULL,24211.000
10171889104,NULL,1,NULL,NULL,NULL,1672350.000
10171892277,NULL,1,NULL,NULL,NULL,4703697.000
10171892987,NULL,1,NULL,NULL,NULL,138313.000
10171893056,NULL,1,NULL,NULL,NULL,785308.000
10171893401,NULL,1,NULL,NULL,NULL,533621.000
10171894554,NULL,3,NULL,NULL,NULL,65749840.000
10171894643,NULL,1,NULL,NULL,NULL,202539.000
10171894906,NULL,1,NULL,NULL,NULL,989936.000
10171895098,NULL,1,NULL,NULL,NULL,166698204.000
10171895258,NULL,1,NULL,NULL,NULL,1032045.000
10171895291,NULL,1,NULL,NULL,NULL,14236.000
10171895785,NULL,2,NULL,NULL,NULL,29423923.000
10171896369,NULL,2,NULL,NULL,NULL,2573574.000
10171896516,NULL,2,NULL,NULL,NULL,0.000
10171896869,NULL,1,NULL,NULL,NULL,60173597.000
10171896902,NULL,1,NULL,NULL,NULL,58827.000
10171897186,NULL,1,NULL,NULL,NULL,1848814.000
10171898432,NULL,3,NULL,NULL,NULL,114855.000
10171898512,NULL,1,NULL,NULL,NULL,195884.000
10171899102,NULL,1,NULL,NULL,NULL,13731597.000
10171899205,NULL,1,NULL,NULL,NULL,289595.000
10171899768,NULL,1,NULL,NULL,NULL,4265063.000
10171900441,NULL,2,NULL,NULL,NULL,0.000
10171900681,NULL,1,NULL,NULL,NULL,40617.000
10171900714,NULL,2,NULL,NULL,NULL,33316.000
10171900919,NULL,1,NULL,NULL,NULL,1940774.000
10171902330,NULL,1,NULL,NULL,NULL,401839.000
10171902349,NULL,1,NULL,NULL,NULL,87717.000
10171905219,NULL,1,NULL,NULL,NULL,19285536.000
10171906548,NULL,1,NULL,NULL,NULL,0.000
10171906808,NULL,6,NULL,NULL,NULL,27747756.000
10171906956,NULL,1,NULL,NULL,NULL,31576.000
10171908771,NULL,1,NULL,NULL,NULL,37765.000
10171908885,NULL,1,NULL,NULL,NULL,90672465.000
10171909030,NULL,1,NULL,NULL,NULL,13526.000
10171909444,NULL,2,NULL,NULL,NULL,1109438.000
10171910529,NULL,1,NULL,NULL,NULL,22758.000
10171911670,NULL,1,NULL,NULL,NULL,9061.000
10171912147,NULL,1,NULL,NULL,NULL,2298780.000
10171913343,NULL,1,NULL,NULL,NULL,5467.000
10171913929,NULL,1,NULL,NULL,NULL,1097550.000
10171914696,NULL,2,NULL,NULL,NULL,0.000
10171914842,NULL,1,NULL,NULL,NULL,408055.000
10171916051,NULL,1,NULL,NULL,NULL,2245368.000
10171916852,NULL,1,NULL,NULL,NULL,7992.000
10171917435,NULL,1,NULL,NULL,NULL,2959568.000
10171917777,NULL,1,NULL,NULL,NULL,2093895.000
10171919075,NULL,1,NULL,NULL,NULL,12813421.000
10171919353,NULL,4,NULL,NULL,NULL,42952852.000
10171920424,NULL,1,NULL,NULL,NULL,44183300.000
10171920538,NULL,1,NULL,NULL,NULL,291407.000
10171921288,NULL,1,NULL,NULL,NULL,1763961.000
10171924500,NULL,1,NULL,NULL,NULL,15964635.000
10171927029,NULL,1,NULL,NULL,NULL,11323253.000
10171927302,NULL,1,NULL,NULL,NULL,266741.000
10171927854,NULL,1,NULL,NULL,NULL,31086.000
10171928880,NULL,1,NULL,NULL,NULL,24336.000
10171928981,NULL,2,NULL,NULL,NULL,30819.000
10171929440,NULL,1,NULL,NULL,NULL,398000.000
10171929896,NULL,2,NULL,NULL,NULL,500000.000
10171930055,NULL,3,NULL,NULL,NULL,0.000
10171932546,NULL,1,NULL,NULL,NULL,1060593.000
10171932886,NULL,1,NULL,NULL,NULL,16644200.000
10171937095,NULL,1,NULL,NULL,NULL,620503.000
10171937255,NULL,1,NULL,NULL,NULL,3706776.000
10171937896,NULL,1,NULL,NULL,NULL,19469.000
10171938615,NULL,4,NULL,NULL,NULL,91813.000
10171938989,NULL,1,NULL,NULL,NULL,252500.000
10171939011,NULL,2,NULL,NULL,NULL,0.000
10171939329,NULL,1,NULL,NULL,NULL,0.000
10171939982,NULL,1,NULL,NULL,NULL,593500.000
10171940863,NULL,1,NULL,NULL,NULL,2832728.000
10171941191,NULL,1,NULL,NULL,NULL,45439.000
10171941236,NULL,1,NULL,NULL,NULL,33792.000
10171945973,NULL,1,NULL,NULL,NULL,136326.000
10171946053,NULL,1,NULL,NULL,NULL,0.000
10171946808,NULL,1,NULL,NULL,NULL,23643.000
10171947113,NULL,2,NULL,NULL,NULL,94186.000
10171950485,NULL,1,NULL,NULL,NULL,19109.000
10171950722,NULL,1,NULL,NULL,NULL,1580778.000
10171956198,NULL,4,NULL,NULL,NULL,151514.000
10171961197,NULL,1,NULL,NULL,NULL,29708.000
10171961679,NULL,1,NULL,NULL,NULL,30679.000
10171963757,NULL,1,NULL,NULL,NULL,1013316.000
10171963915,NULL,1,NULL,NULL,NULL,474425.000
10171964908,NULL,1,NULL,NULL,NULL,156766.000
10171983601,NULL,1,NULL,NULL,NULL,2531508.000
10171983964,NULL,1,NULL,NULL,NULL,535647.000
10171989302,NULL,1,NULL,NULL,NULL,970697.000
10171990415,NULL,2,NULL,NULL,NULL,345928.000
10171990426,NULL,2,NULL,NULL,NULL,1901910.000
10171990746,NULL,1,NULL,NULL,NULL,541594.000
10171992326,NULL,1,NULL,NULL,NULL,516629.000
10171992481,NULL,1,NULL,NULL,NULL,637124.000
10171993162,NULL,1,NULL,NULL,NULL,2335.000
10171993452,NULL,2,NULL,NULL,NULL,2334690.000
10171993679,NULL,1,NULL,NULL,NULL,2298122.000
10171994388,NULL,2,NULL,NULL,NULL,3572.000
10171994446,NULL,3,NULL,NULL,NULL,106273.000
10171995425,NULL,1,NULL,NULL,NULL,49270.000
10171995482,NULL,1,NULL,NULL,NULL,0.000
10171995584,NULL,1,NULL,NULL,NULL,48148.000
10171996465,NULL,1,NULL,NULL,NULL,390385.000
10171996622,NULL,1,NULL,NULL,NULL,3155248.000
10171997673,NULL,1,NULL,NULL,NULL,4026479.000
10171998801,NULL,1,NULL,NULL,NULL,395083.000
10171998823,NULL,1,NULL,NULL,NULL,35742.000
10171998971,NULL,1,NULL,NULL,NULL,142581.000
10171999634,NULL,4,NULL,NULL,NULL,1331363.000
10171999681,NULL,2,NULL,NULL,NULL,3335898.000
10172001382,NULL,2,NULL,NULL,NULL,0.000
10172003847,NULL,3,NULL,NULL,NULL,63737.000
10172004816,NULL,3,NULL,NULL,NULL,75734.000
10172005055,NULL,1,NULL,NULL,NULL,1011488.000
10172005337,NULL,1,NULL,NULL,NULL,3477722.000
10172005443,NULL,3,NULL,NULL,NULL,1393991.000
10172005523,NULL,1,NULL,NULL,NULL,680295.000
10172006307,NULL,1,NULL,NULL,NULL,9240.000
10172006721,NULL,1,NULL,NULL,NULL,1166441.000
10172007085,NULL,1,NULL,NULL,NULL,296761.000
10172007863,NULL,1,NULL,NULL,NULL,65576.000
10172007976,NULL,1,NULL,NULL,NULL,18524.000
10172008627,NULL,1,NULL,NULL,NULL,267557.000
10172008787,NULL,1,NULL,NULL,NULL,466562.000
10172008809,NULL,1,NULL,NULL,NULL,31574.000
10172009836,NULL,1,NULL,NULL,NULL,49529.000
10172010353,NULL,1,NULL,NULL,NULL,3433925.000
10172010864,NULL,1,NULL,NULL,NULL,187720.000
10172011226,NULL,1,NULL,NULL,NULL,128153.000
10172011295,NULL,7,NULL,NULL,NULL,1063495911.000
10172011459,NULL,1,NULL,NULL,NULL,2202142.000
10172011969,NULL,1,NULL,NULL,NULL,1071149.000
10172012184,NULL,1,NULL,NULL,NULL,250587.000
10172012422,NULL,1,NULL,NULL,NULL,51655.000
10172012560,NULL,1,NULL,NULL,NULL,165998.000
10172012638,NULL,1,NULL,NULL,NULL,63560461.000
10172012944,NULL,1,NULL,NULL,NULL,30849.000
10172012946,NULL,1,NULL,NULL,NULL,4842713.000
10172013172,NULL,1,NULL,NULL,NULL,1905020.000
10172013274,NULL,1,NULL,NULL,NULL,6462.000
10172013319,NULL,2,NULL,NULL,NULL,7950.000
10172013341,NULL,2,NULL,NULL,NULL,4488617.000
10172013371,NULL,1,NULL,NULL,NULL,226050.000
10172013507,NULL,1,NULL,NULL,NULL,7688.000
10172013927,NULL,1,NULL,NULL,NULL,495611.000
10172014221,NULL,1,NULL,NULL,NULL,146054.000
10172014704,NULL,2,NULL,NULL,NULL,1311592.000
10172014796,NULL,1,NULL,NULL,NULL,508704.000
10172015214,NULL,1,NULL,NULL,NULL,40298.000
10172015423,NULL,27,NULL,NULL,NULL,1047569.000
10172016196,NULL,1,NULL,NULL,NULL,862801.000
10172016555,NULL,2,NULL,NULL,NULL,2782398.000
10172016723,NULL,1,NULL,NULL,NULL,13954.000
10172016735,NULL,1,NULL,NULL,NULL,4350059.000
10172017145,NULL,1,NULL,NULL,NULL,66011.000
10172017534,NULL,1,NULL,NULL,NULL,402084.000
10172017752,NULL,1,NULL,NULL,NULL,219053.000
10172017830,NULL,1,NULL,NULL,NULL,4018.000
10172017855,NULL,2,NULL,NULL,NULL,320501.000
10172017921,NULL,1,NULL,NULL,NULL,404513.000
10172017943,NULL,1,NULL,NULL,NULL,4868650.000
10172017989,NULL,2,NULL,NULL,NULL,18524.000
10172018665,NULL,1,NULL,NULL,NULL,50190256.000
10172019061,NULL,1,NULL,NULL,NULL,1121889.000
10172021746,NULL,1,NULL,NULL,NULL,50108159.000
10172021960,NULL,1,NULL,NULL,NULL,1037763.000
10172021993,NULL,1,NULL,NULL,NULL,56892431.000
10172024061,NULL,1,NULL,NULL,NULL,11696.000
10172024702,NULL,2,NULL,NULL,NULL,0.000
10172024975,NULL,6,NULL,NULL,NULL,20554221.000
10172025190,NULL,2,NULL,NULL,NULL,984497.000
10172025212,NULL,1,NULL,NULL,NULL,377085.000
10172025270,NULL,1,NULL,NULL,NULL,2457936.000
10172025432,NULL,98,NULL,NULL,NULL,99804.000
10172026539,NULL,1,NULL,NULL,NULL,311793.000
10172027016,NULL,2,NULL,NULL,NULL,29228060.000
10172027322,NULL,3,NULL,NULL,NULL,722217.000
10172027659,NULL,1,NULL,NULL,NULL,35569.000
10172028009,NULL,1,NULL,NULL,NULL,629050.000
10172028524,NULL,1,NULL,NULL,NULL,4900281.000
10172028922,NULL,2,NULL,NULL,NULL,203.000
10172030074,NULL,1,NULL,NULL,NULL,3135792.000
10172030365,NULL,1,NULL,NULL,NULL,261566.000
10172030478,NULL,1,NULL,NULL,NULL,490538.000
10172031068,NULL,2,NULL,NULL,NULL,32667.000
10172031159,NULL,2,NULL,NULL,NULL,5915.000
10172031663,NULL,1,NULL,NULL,NULL,101128.000
10172032184,NULL,1,NULL,NULL,NULL,694924.000
10172032196,NULL,2,NULL,NULL,NULL,752803.000
10172032287,NULL,1,NULL,NULL,NULL,21382916.000
10172032383,NULL,34,NULL,NULL,NULL,4585581.000
10172032723,NULL,1,NULL,NULL,NULL,203242.000
10172032770,NULL,1,NULL,NULL,NULL,1984167.000
10172033167,NULL,1,NULL,NULL,NULL,37460.000
10172033244,NULL,1,NULL,NULL,NULL,0.000
10172033302,NULL,1,NULL,NULL,NULL,2128250.000
10172033336,NULL,4,NULL,NULL,NULL,1380334.000
10172033355,NULL,1,NULL,NULL,NULL,1552291.000
10172033523,NULL,1,NULL,NULL,NULL,3627169.000
10172033956,NULL,NULL,10,NULL,NULL,6680270.000
10172034044,NULL,NULL,NULL,NULL,3,196763.000
10172034124,NULL,1,NULL,NULL,NULL,0.000
10172034575,NULL,3,NULL,NULL,NULL,698615.000
10172034960,NULL,1,NULL,NULL,NULL,0.000
10172035242,NULL,1,NULL,NULL,NULL,897250.000
10172036900,NULL,1,NULL,NULL,NULL,1020533.000
10172039078,NULL,4,NULL,NULL,NULL,0.000
10172040173,NULL,1,NULL,NULL,NULL,1785018.000
10172040486,NULL,1,NULL,NULL,NULL,944934.000
10172040554,NULL,1,NULL,NULL,NULL,333.000
10172041280,NULL,NULL,3,NULL,NULL,850969330.000
10172041291,NULL,NULL,7,NULL,NULL,331174840.000
10172041478,NULL,1,NULL,NULL,NULL,20704542.000
10172041569,NULL,1,NULL,NULL,NULL,13945179.000
10172041796,NULL,1,NULL,NULL,NULL,8901.000
10172041876,NULL,1,NULL,NULL,NULL,309500.000
10172042159,NULL,1,NULL,NULL,NULL,1449312.000
10172043691,NULL,1,NULL,NULL,NULL,837342.000
10172043760,NULL,NULL,12,2,NULL,153604248.000
10172043805,NULL,3,NULL,NULL,NULL,9273078.000
10172044593,NULL,1,NULL,NULL,NULL,298533.000
10172044831,NULL,2,NULL,NULL,NULL,2012442.000
10172046231,NULL,2,NULL,NULL,NULL,197401.000
10172047224,NULL,1,NULL,NULL,NULL,0.000
10172047316,NULL,1,NULL,NULL,NULL,66519344.000
10172050101,NULL,1,NULL,NULL,NULL,369606.000
10172050215,NULL,1,NULL,NULL,NULL,1297855.000
10172050970,NULL,1,NULL,NULL,NULL,3985731.000
10172051072,NULL,1,NULL,NULL,NULL,8847615.000
10172051474,NULL,1,NULL,NULL,NULL,8942.000
10172053206,NULL,3,NULL,NULL,NULL,54605.000
10172053609,NULL,1,NULL,NULL,NULL,41652978.000
10172053620,NULL,2,NULL,NULL,NULL,0.000
10172057559,NULL,1,NULL,NULL,NULL,474938.000
10172060008,NULL,1,NULL,NULL,NULL,904116.000
10172060582,NULL,1,NULL,NULL,NULL,19978974.000
10172061539,NULL,1,NULL,NULL,NULL,36.000
10172062953,NULL,1,NULL,NULL,NULL,53991.000
10172063346,NULL,1,NULL,NULL,NULL,1126416.000
10172063832,NULL,1,NULL,NULL,NULL,7254406.000
10172064196,NULL,2,NULL,NULL,NULL,3960.000
10172064361,NULL,2,NULL,NULL,NULL,1782500.000
10172065065,NULL,2,NULL,NULL,NULL,14644689.000
10172072744,NULL,1,NULL,NULL,NULL,2526630.000
10172075015,NULL,1,NULL,NULL,NULL,4379671.000
10172075095,NULL,1,NULL,NULL,NULL,214179.000
10172079707,NULL,1,NULL,NULL,NULL,2251660.000
10172081257,NULL,1,NULL,NULL,NULL,351534.000
10172081335,NULL,1,NULL,NULL,NULL,646.000
10172081863,NULL,1,NULL,NULL,NULL,1984327.000
10172082503,NULL,2,NULL,NULL,NULL,17088.000
10172082901,NULL,5,NULL,NULL,NULL,327035.000
